Match_Id,Over_Id,Ball_Id,Innings_No,Team_Batting,Team_Bowling,Striker_Batting_Position,Striker,Non_Striker,Bowler
335987,10,6,2,2,1,8,13,14,1
335987,10,7,2,2,1,8,13,14,1
335987,11,1,1,1,2,2,2,3,9
335987,11,1,2,2,1,8,13,14,82
335987,11,2,1,1,2,3,3,2,9
335987,11,2,2,2,1,8,13,14,82
335987,11,3,1,1,2,3,3,2,9
335987,11,3,2,2,1,8,13,14,82
335987,11,4,1,1,2,3,3,2,9
335987,11,4,2,2,1,8,13,14,82
335987,11,5,1,1,2,3,3,2,9
335987,11,5,2,2,1,9,14,13,82
335987,11,6,1,1,2,3,3,2,9
335987,11,6,2,2,1,9,14,13,82
335987,12,1,1,1,2,2,2,3,16
335987,12,1,2,2,1,8,13,14,1
335987,12,2,1,1,2,2,2,3,16
335987,12,2,2,2,1,10,15,14,1
335987,12,3,1,1,2,2,2,3,16
335987,12,3,2,2,1,10,15,14,1
335987,12,4,1,1,2,2,2,3,16
335987,12,4,2,2,1,10,15,14,1
335987,12,5,1,1,2,3,3,2,16
335987,12,5,2,2,1,9,14,15,1
335987,12,6,1,1,2,3,3,2,16
335987,12,6,2,2,1,9,14,15,1
335987,13,1,1,1,2,3,3,2,9
335987,13,1,2,2,1,9,14,15,63
335987,13,2,1,1,2,2,2,4,9
335987,13,2,2,2,1,9,14,15,63
335987,13,3,1,1,2,2,2,4,9
335987,13,3,2,2,1,10,15,14,63
335987,13,4,1,1,2,2,2,4,9
335987,13,4,2,2,1,9,14,15,63
335987,13,5,1,1,2,2,2,4,9
335987,13,5,2,2,1,10,15,14,63
335987,13,6,1,1,2,2,2,4,9
335987,13,6,2,2,1,10,15,14,63
335987,13,7,1,1,2,2,2,4,9
335987,13,7,2,2,1,10,15,14,63
335987,14,1,1,1,2,2,2,4,16
335987,14,1,2,2,1,10,15,14,1
335987,14,2,1,1,2,4,4,2,16
335987,14,2,2,2,1,11,16,14,1
335987,14,3,1,1,2,4,4,2,16
335987,14,3,2,2,1,9,14,16,1
335987,14,4,1,1,2,2,2,4,16
335987,14,4,2,2,1,9,14,16,1
335987,14,5,1,1,2,4,4,2,16
335987,14,5,2,2,1,9,14,16,1
335987,14,6,1,1,2,2,2,4,16
335987,14,6,2,2,1,9,14,16,1
335987,15,1,1,1,2,4,4,2,10
335987,15,1,2,2,1,11,16,14,84
335987,15,2,1,1,2,4,4,2,10
335987,15,2,2,2,1,11,16,14,84
335987,15,3,1,1,2,2,2,4,10
335987,15,3,2,2,1,11,16,14,84
335987,15,4,1,1,2,2,2,4,10
335987,15,4,2,2,1,11,16,14,84
335987,15,5,1,1,2,2,2,4,10
335987,15,5,2,2,1,9,14,16,84
335987,15,6,1,1,2,4,4,2,10
335987,15,6,2,2,1,11,16,14,84
335987,15,7,1,1,2,2,2,4,10
335987,15,7,2,2,1,9,14,16,84
335987,16,1,1,1,2,4,4,2,13
335987,16,1,2,2,1,11,16,14,63
335987,16,2,1,1,2,4,4,2,13
335987,16,2,2,2,1,11,16,14,63
335987,16,3,1,1,2,2,2,4,13
335987,16,4,1,1,2,2,2,4,13
335987,16,5,1,1,2,2,2,4,13
335987,16,6,1,1,2,4,4,2,13
335987,17,1,1,1,2,2,2,4,15
335987,17,2,1,1,2,4,4,2,15
335987,17,3,1,1,2,4,4,2,15
335987,17,4,1,1,2,2,2,4,15
335987,17,5,1,1,2,2,2,4,15
335987,17,6,1,1,2,2,2,4,15
335987,18,1,1,1,2,4,4,2,13
335987,18,2,1,1,2,2,2,5,13
335987,18,3,1,1,2,5,5,2,13
335987,18,4,1,1,2,5,5,2,13
335987,18,5,1,1,2,2,2,5,13
335987,18,6,1,1,2,2,2,5,13
335987,19,1,1,1,2,2,2,5,9
335987,19,2,1,1,2,2,2,5,9
335987,19,3,1,1,2,2,2,5,9
335987,19,4,1,1,2,2,2,5,9
335987,19,5,1,1,2,2,2,5,9
335987,19,6,1,1,2,5,5,2,9
335987,20,1,1,1,2,2,2,5,14
335987,20,2,1,1,2,2,2,5,14
335987,20,3,1,1,2,2,2,5,14
335987,20,4,1,1,2,2,2,5,14
335987,20,5,1,1,2,2,2,5,14
335987,20,6,1,1,2,2,2,5,14
335988,1,1,1,3,4,1,17,18,66
335988,1,1,2,4,3,1,24,25,22
335988,1,2,1,3,4,1,17,18,66
335988,1,2,2,4,3,1,24,25,22
335988,1,3,1,3,4,1,17,18,66
335988,1,3,2,4,3,1,24,25,22
335988,1,4,1,3,4,2,18,17,66
335988,1,4,2,4,3,1,24,25,22
335988,1,5,1,3,4,2,18,17,66
335988,1,5,2,4,3,2,25,24,22
335988,1,6,1,3,4,2,18,17,66
335988,1,6,2,4,3,2,25,24,22
335988,2,1,1,3,4,1,17,18,77
335988,2,1,2,4,3,1,24,25,120
335988,2,2,1,3,4,1,17,18,77
335988,2,2,2,4,3,2,25,24,120
335988,2,3,1,3,4,1,17,18,77
335988,2,3,2,4,3,2,25,24,120
335988,2,4,1,3,4,1,17,18,77
335988,2,4,2,4,3,1,24,25,120
335988,2,5,1,3,4,1,17,18,77
335988,2,5,2,4,3,1,24,25,120
335988,2,6,1,3,4,1,17,18,77
335988,2,6,2,4,3,1,24,25,120
335988,2,7,1,3,4,1,17,18,77
335988,3,1,1,3,4,2,18,17,66
335988,3,1,2,4,3,1,24,25,22
335988,3,2,1,3,4,2,18,17,66
335988,3,2,2,4,3,2,25,24,22
335988,3,3,1,3,4,2,18,17,66
335988,3,3,2,4,3,2,25,24,22
335988,3,4,1,3,4,2,18,17,66
335988,3,4,2,4,3,2,25,24,22
335988,3,5,1,3,4,1,17,18,66
335988,3,5,2,4,3,2,25,24,22
335988,3,6,1,3,4,3,19,18,66
335988,3,6,2,4,3,1,24,25,22
335988,3,7,1,3,4,2,18,19,66
335988,4,1,1,3,4,3,19,18,77
335988,4,1,2,4,3,1,24,25,120
335988,4,2,1,3,4,3,19,18,77
335988,4,2,2,4,3,1,24,25,120
335988,4,3,1,3,4,3,19,18,77
335988,4,3,2,4,3,1,24,25,120
335988,4,4,1,3,4,2,18,19,77
335988,4,4,2,4,3,2,25,24,120
335988,4,5,1,3,4,3,19,18,77
335988,4,5,2,4,3,1,24,25,120
335988,4,6,1,3,4,3,19,18,77
335988,4,6,2,4,3,1,24,25,120
335988,5,1,1,3,4,2,18,19,66
335988,5,1,2,4,3,2,25,24,22
335988,5,2,1,3,4,2,18,19,66
335988,5,2,2,4,3,2,25,24,22
335988,5,3,1,3,4,3,19,18,66
335988,5,3,2,4,3,2,25,24,22
335988,5,4,1,3,4,3,19,18,66
335988,5,4,2,4,3,1,24,25,22
335988,5,5,1,3,4,3,19,18,66
335988,5,5,2,4,3,2,25,24,22
335988,5,6,1,3,4,3,19,18,66
335988,5,6,2,4,3,2,25,24,22
335988,6,1,1,3,4,2,18,19,25
335988,6,1,2,4,3,1,24,25,120
335988,6,2,1,3,4,2,18,19,25
335988,6,2,2,4,3,2,25,24,120
335988,6,3,1,3,4,2,18,19,25
335988,6,3,2,4,3,2,25,24,120
335988,6,4,1,3,4,2,18,19,25
335988,6,4,2,4,3,1,24,25,120
335988,6,5,1,3,4,3,19,18,25
335988,6,5,2,4,3,1,24,25,120
335988,6,6,1,3,4,3,19,18,25
335988,6,6,2,4,3,1,24,25,120
335988,6,7,2,4,3,2,25,26,120
335988,6,8,2,4,3,2,25,26,120
335988,7,1,1,3,4,2,18,19,29
335988,7,1,2,4,3,3,26,25,121
335988,7,2,1,3,4,2,18,19,29
335988,7,2,2,4,3,2,25,26,121
335988,7,3,1,3,4,4,20,19,29
335988,7,3,2,4,3,3,26,25,121
335988,7,4,1,3,4,3,19,20,29
335988,7,4,2,4,3,2,25,26,121
335988,7,5,1,3,4,3,19,20,29
335988,7,5,2,4,3,3,26,25,121
335988,7,6,1,3,4,4,20,19,29
335988,7,6,2,4,3,2,25,26,121
335988,8,1,1,3,4,4,20,19,25
335988,8,1,2,4,3,2,25,26,435
335988,8,2,1,3,4,5,21,19,25
335988,8,2,2,4,3,2,25,26,435
335988,8,3,1,3,4,3,19,21,25
335988,8,3,2,4,3,2,25,26,435
335988,8,4,1,3,4,3,19,21,25
335988,8,4,2,4,3,3,26,25,435
335988,8,5,1,3,4,5,21,19,25
335988,8,5,2,4,3,2,25,26,435
335988,8,6,1,3,4,5,21,19,25
335988,8,6,2,4,3,2,25,26,435
335988,9,1,1,3,4,3,19,21,29
335988,9,1,2,4,3,2,25,26,119
335988,9,2,1,3,4,5,21,19,29
335988,9,2,2,4,3,2,25,26,119
335988,9,3,1,3,4,5,21,19,29
335988,9,3,2,4,3,2,25,26,119
335988,9,4,1,3,4,3,19,21,29
335988,9,4,2,4,3,3,26,25,119
335988,9,5,1,3,4,3,19,21,29
335988,9,5,2,4,3,2,25,26,119
335988,9,6,1,3,4,3,19,21,29
335988,9,6,2,4,3,3,26,25,119
335988,9,7,2,4,3,3,26,25,119
335988,10,1,1,3,4,3,19,21,24
335988,10,1,2,4,3,3,26,25,121
335988,10,2,1,3,4,3,19,21,24
335988,10,2,2,4,3,2,25,26,121
335988,10,3,1,3,4,5,21,19,24
335988,10,3,2,4,3,2,25,26,121
335988,10,4,1,3,4,3,19,21,24
335988,10,4,2,4,3,2,25,26,121
335988,10,5,1,3,4,3,19,21,24
335988,10,5,2,4,3,3,26,25,121
335988,10,6,1,3,4,3,19,21,24
335988,10,6,2,4,3,3,26,25,121
335988,11,1,1,3,4,3,19,21,67
335988,11,1,2,4,3,3,26,25,435
335988,11,2,1,3,4,3,19,21,67
335988,11,2,2,4,3,2,25,26,435
335988,11,3,1,3,4,5,21,19,67
335988,11,3,2,4,3,3,26,27,435
335988,11,4,1,3,4,5,21,19,67
335988,11,4,2,4,3,4,27,26,435
335988,11,5,1,3,4,5,21,19,67
335988,11,5,2,4,3,3,26,27,435
335988,11,6,1,3,4,5,21,19,67
335988,11,6,2,4,3,4,27,26,435
335988,12,1,1,3,4,3,19,21,24
335988,12,1,2,4,3,4,27,26,119
335988,12,2,1,3,4,3,19,21,24
335988,12,2,2,4,3,3,26,27,119
335988,12,3,1,3,4,3,19,21,24
335988,12,3,2,4,3,3,26,27,119
335988,12,4,1,3,4,5,21,19,24
335988,12,4,2,4,3,3,26,27,119
335988,12,5,1,3,4,5,21,19,24
335988,12,5,2,4,3,3,26,27,119
335988,12,6,1,3,4,3,19,21,24
335988,12,6,2,4,3,3,26,27,119
335988,13,1,1,3,4,5,21,19,68
335988,13,1,2,4,3,3,26,27,435
335988,13,2,1,3,4,5,21,19,68
335988,13,2,2,4,3,4,27,26,435
335988,13,3,1,3,4,3,19,22,68
335988,13,3,2,4,3,4,27,26,435
335988,13,4,1,3,4,6,22,19,68
335988,13,4,2,4,3,3,26,27,435
335988,13,5,1,3,4,6,22,19,68
335988,13,5,2,4,3,4,27,26,435
335988,13,6,1,3,4,6,22,19,68
335988,13,6,2,4,3,4,27,26,435
335988,13,7,1,3,4,3,19,22,68
335988,13,8,1,3,4,6,22,19,68
335988,14,1,1,3,4,6,22,19,25
335988,14,1,2,4,3,4,27,26,121
335988,14,2,1,3,4,3,19,22,25
335988,14,2,2,4,3,3,26,27,121
335988,14,3,1,3,4,3,19,22,25
335988,14,3,2,4,3,4,27,26,121
335988,14,4,1,3,4,6,22,19,25
335988,14,4,2,4,3,3,26,27,121
335988,14,5,1,3,4,3,19,22,25
335988,14,5,2,4,3,4,27,26,121
335988,14,6,1,3,4,3,19,22,25
335988,14,6,2,4,3,4,27,26,121
335988,14,7,2,4,3,4,27,26,121
335988,15,1,1,3,4,3,19,22,68
335988,15,1,2,4,3,3,26,27,119
335988,15,2,1,3,4,3,19,22,68
335988,15,2,2,4,3,4,27,26,119
335988,15,3,1,3,4,6,22,19,68
335988,15,3,2,4,3,3,26,28,119
335988,15,4,1,3,4,6,22,19,68
335988,15,4,2,4,3,3,26,28,119
335988,15,5,1,3,4,3,19,22,68
335988,15,5,2,4,3,5,28,26,119
335988,15,6,1,3,4,3,19,22,68
335988,15,6,2,4,3,3,26,28,119
335988,16,1,1,3,4,6,22,19,29
335988,16,1,2,4,3,5,28,26,435
335988,16,2,1,3,4,6,22,19,29
335988,16,2,2,4,3,5,28,26,435
335988,16,3,1,3,4,6,22,19,29
335988,16,3,2,4,3,3,26,28,435
335988,16,4,1,3,4,7,23,19,29
335988,16,4,2,4,3,3,26,28,435
335988,16,5,1,3,4,7,23,19,29
335988,16,5,2,4,3,5,28,26,435
335988,16,6,1,3,4,3,19,23,29
335988,16,6,2,4,3,3,26,28,435
335988,17,1,1,3,4,3,19,23,77
335988,17,1,2,4,3,5,28,26,120
335988,17,2,1,3,4,7,23,19,77
335988,17,2,2,4,3,3,26,28,120
335988,17,3,1,3,4,3,19,23,77
335988,17,3,2,4,3,5,28,26,120
335988,17,4,1,3,4,3,19,23,77
335988,17,4,2,4,3,3,26,28,120
335988,17,5,1,3,4,3,19,23,77
335988,17,5,2,4,3,3,26,28,120
335988,17,6,1,3,4,7,23,19,77
335988,17,6,2,4,3,5,28,26,120
335988,18,1,1,3,4,7,23,19,29
335988,18,1,2,4,3,3,26,28,121
335988,18,2,1,3,4,7,23,19,29
335988,18,2,2,4,3,5,28,26,121
335988,18,3,1,3,4,7,23,19,29
335988,18,3,2,4,3,3,26,28,121
335988,18,4,1,3,4,3,19,23,29
335988,18,4,2,4,3,3,26,28,121
335988,18,5,1,3,4,3,19,23,29
335988,18,5,2,4,3,5,28,29,121
335988,18,6,1,3,4,3,19,23,29
335988,18,6,2,4,3,6,29,28,121
335988,19,1,1,3,4,7,23,19,66
335988,19,1,2,4,3,5,28,29,22
335988,19,2,1,3,4,7,23,19,66
335988,19,2,2,4,3,6,29,28,22
335988,19,3,1,3,4,3,19,23,66
335988,19,3,2,4,3,5,28,29,22
335988,19,4,1,3,4,7,23,19,66
335988,19,4,2,4,3,6,29,28,22
335988,19,5,1,3,4,3,19,23,66
335988,19,5,2,4,3,5,28,29,22
335988,19,6,1,3,4,3,19,23,66
335988,19,6,2,4,3,5,28,29,22
335988,20,1,1,3,4,7,23,19,25
335988,20,1,2,4,3,5,28,29,119
335988,20,2,1,3,4,7,23,19,25
335988,20,2,2,4,3,6,29,28,119
335988,20,3,1,3,4,7,23,19,25
335988,20,3,2,4,3,5,28,29,119
335988,20,4,1,3,4,7,23,19,25
335988,20,4,2,4,3,5,28,29,119
335988,20,5,1,3,4,3,19,23,25
335988,20,5,2,4,3,5,28,29,119
335988,20,6,1,3,4,3,19,23,25
335988,20,6,2,4,3,6,29,28,119
335989,1,1,1,5,6,1,30,31,118
335989,1,1,2,6,5,1,40,41,126
335989,1,2,1,5,6,1,30,31,118
335989,1,2,2,6,5,1,40,41,126
335989,1,3,1,5,6,1,30,31,118
335989,1,3,2,6,5,1,40,41,126
335989,1,4,1,5,6,1,30,31,118
335989,1,4,2,6,5,1,40,41,126
335989,1,5,1,5,6,1,30,31,118
335989,1,5,2,6,5,1,40,41,126
335989,1,6,1,5,6,1,30,31,118
335989,1,6,2,6,5,1,40,41,126
335989,1,7,1,5,6,1,30,31,118
335989,2,1,1,5,6,2,31,30,436
335989,2,1,2,6,5,2,41,40,32
335989,2,2,1,5,6,1,30,31,436
335989,2,2,2,6,5,2,41,40,32
335989,2,3,1,5,6,1,30,31,436
335989,2,3,2,6,5,2,41,40,32
335989,2,4,1,5,6,1,30,31,436
335989,2,4,2,6,5,2,41,40,32
335989,2,5,1,5,6,2,31,30,436
335989,2,5,2,6,5,3,42,40,32
335989,2,6,1,5,6,2,31,30,436
335989,2,6,2,6,5,3,42,40,32
335989,2,7,2,6,5,3,42,40,32
335989,3,1,1,5,6,1,30,31,118
335989,3,1,2,6,5,1,40,42,126
335989,3,2,1,5,6,1,30,31,118
335989,3,2,2,6,5,1,40,42,126
335989,3,3,1,5,6,1,30,31,118
335989,3,3,2,6,5,1,40,42,126
335989,3,4,1,5,6,3,32,31,118
335989,3,4,2,6,5,1,40,42,126
335989,3,5,1,5,6,3,32,31,118
335989,3,5,2,6,5,3,42,40,126
335989,3,6,1,5,6,3,32,31,118
335989,3,6,2,6,5,3,42,40,126
335989,4,1,1,5,6,2,31,32,436
335989,4,1,2,6,5,1,40,42,32
335989,4,2,1,5,6,3,32,31,436
335989,4,2,2,6,5,3,42,40,32
335989,4,3,1,5,6,3,32,31,436
335989,4,3,2,6,5,3,42,40,32
335989,4,4,1,5,6,3,32,31,436
335989,4,4,2,6,5,3,42,40,32
335989,4,5,1,5,6,2,31,32,436
335989,4,5,2,6,5,1,40,42,32
335989,4,6,1,5,6,3,32,33,436
335989,4,6,2,6,5,1,40,42,32
335989,5,1,1,5,6,4,33,32,118
335989,5,1,2,6,5,3,42,40,126
335989,5,2,1,5,6,4,33,32,118
335989,5,2,2,6,5,3,42,40,126
335989,5,3,1,5,6,4,33,32,118
335989,5,3,2,6,5,1,40,42,126
335989,5,4,1,5,6,3,32,33,118
335989,5,4,2,6,5,1,40,42,126
335989,5,5,1,5,6,3,32,33,118
335989,5,5,2,6,5,1,40,42,126
335989,5,6,1,5,6,3,32,33,118
335989,5,6,2,6,5,1,40,42,126
335989,6,1,1,5,6,3,32,33,90
335989,6,1,2,6,5,1,40,42,39
335989,6,2,1,5,6,3,32,33,90
335989,6,2,2,6,5,1,40,42,39
335989,6,3,1,5,6,4,33,32,90
335989,6,3,2,6,5,1,40,42,39
335989,6,4,1,5,6,4,33,32,90
335989,6,4,2,6,5,3,42,40,39
335989,6,5,1,5,6,3,32,33,90
335989,6,5,2,6,5,3,42,40,39
335989,6,6,1,5,6,4,33,32,90
335989,6,6,2,6,5,3,42,40,39
335989,6,7,2,6,5,1,40,42,39
335989,7,1,1,5,6,3,32,33,89
335989,7,1,2,6,5,3,42,40,32
335989,7,2,1,5,6,3,32,33,89
335989,7,2,2,6,5,1,40,42,32
335989,7,3,1,5,6,4,33,34,89
335989,7,3,2,6,5,3,42,40,32
335989,7,4,1,5,6,4,33,34,89
335989,7,4,2,6,5,3,42,40,32
335989,7,5,1,5,6,4,33,34,89
335989,7,5,2,6,5,3,42,40,32
335989,7,6,1,5,6,4,33,34,89
335989,7,6,2,6,5,1,40,42,32
335989,8,1,1,5,6,4,33,34,90
335989,8,1,2,6,5,1,40,42,39
335989,8,2,1,5,6,5,34,33,90
335989,8,2,2,6,5,3,42,40,39
335989,8,3,1,5,6,4,33,34,90
335989,8,3,2,6,5,3,42,40,39
335989,8,4,1,5,6,5,34,33,90
335989,8,4,2,6,5,3,42,40,39
335989,8,5,1,5,6,6,35,33,90
335989,8,5,2,6,5,3,42,40,39
335989,8,6,1,5,6,6,35,33,90
335989,8,6,2,6,5,3,42,40,39
335989,8,7,2,6,5,3,42,40,39
335989,9,1,1,5,6,6,35,33,89
335989,9,1,2,6,5,1,40,42,38
335989,9,2,1,5,6,6,35,33,89
335989,9,2,2,6,5,1,40,42,38
335989,9,3,1,5,6,6,35,33,89
335989,9,3,2,6,5,3,42,40,38
335989,9,4,1,5,6,4,33,35,89
335989,9,4,2,6,5,3,42,40,38
335989,9,5,1,5,6,6,35,33,89
335989,9,5,2,6,5,3,42,40,38
335989,9,6,1,5,6,6,35,33,89
335989,9,6,2,6,5,1,40,42,38
335989,10,1,1,5,6,6,35,33,90
335989,10,1,2,6,5,1,40,42,31
335989,10,2,1,5,6,4,33,35,90
335989,10,2,2,6,5,1,40,42,31
335989,10,3,1,5,6,6,35,33,90
335989,10,3,2,6,5,1,40,42,31
335989,10,4,1,5,6,4,33,35,90
335989,10,4,2,6,5,1,40,42,31
335989,10,5,1,5,6,6,35,33,90
335989,10,5,2,6,5,3,42,40,31
335989,10,6,1,5,6,4,33,35,90
335989,10,6,2,6,5,1,40,42,31
335989,10,7,2,6,5,1,40,42,31
335989,11,1,1,5,6,4,33,35,89
335989,11,1,2,6,5,1,40,42,38
335989,11,2,1,5,6,4,33,35,89
335989,11,2,2,6,5,3,42,40,38
335989,11,3,1,5,6,4,33,35,89
335989,11,3,2,6,5,1,40,42,38
335989,11,4,1,5,6,7,36,35,89
335989,11,4,2,6,5,1,40,42,38
335989,11,5,1,5,6,6,35,36,89
335989,11,5,2,6,5,3,42,40,38
335989,11,6,1,5,6,6,35,36,89
335989,11,6,2,6,5,1,40,42,38
335989,12,1,1,5,6,6,35,36,175
335989,12,1,2,6,5,1,40,42,31
335989,12,2,1,5,6,6,35,36,175
335989,12,2,2,6,5,3,42,40,31
335989,12,3,1,5,6,6,35,36,175
335989,12,3,2,6,5,1,40,42,31
335989,12,4,1,5,6,7,36,35,175
335989,12,4,2,6,5,1,40,42,31
335989,12,5,1,5,6,7,36,35,175
335989,12,5,2,6,5,3,42,40,31
335989,12,6,1,5,6,6,35,36,175
335989,12,6,2,6,5,3,42,40,31
335989,13,1,1,5,6,7,36,35,89
335989,13,1,2,6,5,1,40,42,37
335989,13,2,1,5,6,8,37,35,89
335989,13,2,2,6,5,3,42,40,37
335989,13,3,1,5,6,8,37,35,89
335989,13,3,2,6,5,1,40,42,37
335989,13,4,1,5,6,6,35,37,89
335989,13,4,2,6,5,3,42,40,37
335989,13,5,1,5,6,8,37,35,89
335989,13,5,2,6,5,1,40,42,37
335989,13,6,1,5,6,8,37,35,89
335989,13,6,2,6,5,3,42,40,37
335989,13,7,1,5,6,6,35,37,89
335989,13,7,2,6,5,3,42,40,37
335989,14,1,1,5,6,6,35,37,436
335989,14,1,2,6,5,3,42,40,32
335989,14,2,1,5,6,6,35,37,436
335989,14,2,2,6,5,1,40,42,32
335989,14,3,1,5,6,8,37,35,436
335989,14,3,2,6,5,1,40,42,32
335989,14,4,1,5,6,6,35,37,436
335989,14,4,2,6,5,3,42,40,32
335989,14,5,1,5,6,6,35,37,436
335989,14,5,2,6,5,1,40,42,32
335989,14,6,1,5,6,8,37,35,436
335989,14,6,2,6,5,3,42,40,32
335989,15,1,1,5,6,6,35,37,175
335989,15,1,2,6,5,1,40,42,39
335989,15,2,1,5,6,6,35,37,175
335989,15,2,2,6,5,1,40,42,39
335989,15,3,1,5,6,9,38,37,175
335989,15,3,2,6,5,3,42,40,39
335989,15,4,1,5,6,9,38,37,175
335989,15,4,2,6,5,3,42,40,39
335989,15,5,1,5,6,8,37,38,175
335989,15,5,2,6,5,3,42,40,39
335989,15,6,1,5,6,9,38,37,175
335989,15,6,2,6,5,3,42,40,39
